,Year,Month,Country,Area,Type,Activity,Sex,Age,Fatal,Injury,Species,Size (min),Size (max)
5229,1922,Mar,AUSTRALIA,New South Wales,Unprovoked,Bathing in knee-deep water,M,21.0,Y,Fatal,,240.0,240.0
5230,1922,Feb,AUSTRALIA,New South Wales,Invalid,Swimming,M,,,,,,
5231,1922,Feb,AUSTRALIA,New South Wales,Unprovoked,Swimming,M,18.0,Y,Fatal,White,,
5232,1922,Jan,IRAQ,,Unprovoked,Bathing,M,,Y,Fatal,,,
5233,1922,Jan,AUSTRALIA,Queensland,Unprovoked,Swimming ,M,54.0,Y,Fatal,,,
5234,1922,Jan,AUSTRALIA,New South Wales,Unprovoked,Standing,M,,N,Moderate,,,
5235,1922,Jan,AUSTRALIA,New South Wales,Unprovoked,Surfing,M,26.0,Y,Fatal,,,
5236,1921,Dec,AUSTRALIA,Queensland,Unprovoked,Swimming,M,20.0,N,,,,
5237,1921,Nov,AUSTRALIA,Queensland,Unprovoked,Fell from his father's back into the water,M,8.0,Y,Fatal,,,
5238,1921,Nov,AUSTRALIA,Queensland,Unprovoked,"Wading to dinghy, carrying his son",M,40.0,N,Minor,,,
5239,1921,Nov,FIJI,Viti Levu Island,Unprovoked,Swimming,,,Y,Fatal,,,
5240,1921,Oct,AUSTRALIA,Queensland,Unprovoked,Diving for beche-de-mer ,M,,N,Moderate,,,
5241,1921,Oct,AUSTRALIA,Queensland,Unprovoked,Diving for beche-de-mer,M,22.0,Y,Fatal,,,
5242,1921,Sep,ENGLAND,Dorset,Provoked,Fishing,M,,N,Minor,,122.0,122.0
5243,1921,Aug,AUSTRALIA,Torres Strait,Unprovoked,,M,,N,Moderate,,,
5244,1921,Aug,PHILIPPINES,Luzon Island,Unprovoked,Swimming,M,21.0,Y,Fatal,,,
5245,1921,Jul,CUBA,,Unprovoked,Fell overboard,M,,Y,Fatal,,,
5246,1921,Jan,PHILIPPINES,"Cavite Province, Luzon",Invalid,,,,,Fatal,,,
5247,1920,Nov,AUSTRALIA,Western Australia,Unprovoked,Wading,M,,N,Moderate,,122.0,152.0
5248,1921,Aug,HAITI,Cape Haitien,Unprovoked,Dived into a school of baitfish,M,,Y,Fatal,,152.0,152.0
5249,1920,Nov,AUSTRALIA,Western Australia,Unprovoked,Standing,M,,N,Moderate,,61.0,61.0
5250,1920,Nov,PHILIPPINES,Leyte,Sea Disaster,The coastwise steamer San Basilio capsized in a typhoon,M,,Y,Fatal,,,
5251,1920,Jul,USA,New York,Invalid,Swimming ,M,30.0,,,,,
5252,1920,Jul,AUSTRALIA,Torres Strait,Unprovoked,Diving for trochus shell,M,,N,Major,,,
5253,1920,Jun,USA,Florida,Unprovoked,Swimming ,M,13.0,N,Minor,,,
5254,1920,Jun,CANADA,Halifax,Provoked,Harpooned shark,,,N,Minor,,457.0,457.0
5255,1920,Mar,AUSTRALIA,Queensland,Unprovoked,"Boat capsized, swimming to shore",M,20.0,N,Minor,,,
5256,1920,Jan,AUSTRALIA,Torres Strait,Unprovoked,Diving,M,,N,Moderate,,,
5257,1920,Feb,SOUTH AFRICA,Eastern Cape Province,Unprovoked,Floating face down,F,18.0,N,Minor,,,
5258,1920,Jan,AUSTRALIA,Torres Strait,Unprovoked,Free diving,M,,Y,Fatal,,,
5259,1920,Jan,AUSTRALIA,New South Wales,Unprovoked,Swimming ,M,12.0,Y,Fatal,,,
5260,1920,,JAMAICA,Westmoreland Parish,Unprovoked,Jumped overboard,M,,Y,Fatal,,,
5261,1920,,NEW ZEALAND,North Island,Unprovoked,,F,,N,,,,
5262,1920,,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,Splashing,M,12.0,N,Minor,,,
5263,1919,Dec,AUSTRALIA,Queensland,Unprovoked,Swimming,M,29.0,N,Moderate,,,
5264,1919,Dec,AUSTRALIA,New South Wales,Unprovoked,Swimming,M,47.0,Y,Fatal,,,
5265,1919,Nov,AUSTRALIA,Northern Territory,Unprovoked,Sitting in a boat,M,,N,Moderate,,,
5266,1919,Sep,COSTA RICA,Turtle Bogue,Unprovoked,Small vessel with 13 men on board capsized crossing the bar and 6 men drowned.  The 7 survivors were swimming to shore,M,,Y,Fatal,,,
5267,1919,Aug,USA,Florida,Unprovoked,Swimming,M,,N,Moderate,,,
5268,1919,May,USA,South Carolina,Unprovoked,"""Swimming vigorously""",M,,N,Minor,,,
5269,1919,Apr,USA,Florida,Unprovoked,Knocked into the water,M,,Y,Fatal,,370.0,370.0
5270,1919,Mar,AUSTRALIA,New South Wales,Invalid,Cutter capsized,M,,,,,,
5271,1919,Jan,AUSTRALIA,New South Wales,Unprovoked,Swimming,M,,N,Major,,366.0,427.0
5272,1919,Jan,NEW ZEALAND,South Island,Unprovoked,Swimming,F,,N,Minor,,,
5273,1919,Jan,AUSTRALIA,New South Wales,Unprovoked,Wading,M,13.0,Y,Fatal,,366.0,366.0
5274,1919,Jan,AUSTRALIA,Queensland,Unprovoked,Wading (shrimping),M,38.0,Y,Fatal,,,
5275,1919,,ITALY,,Boating,Fishing,M,,N,Minor,,396.0,396.0
5276,1919,,USA,Florida,Unprovoked,Swimming,F,,N,Major,,,
5277,1918,Nov,USA,Hawaii,Unprovoked,Fishing,M,,Y,Fatal,,,
5278,1918,Nov,SAN DOMINGO,60 miles north of San Domingo in the West Indies,Sea Disaster,Steamer Una wrecked with 75 laborers onboard. Survivors took to rafts & lifeboats.,M,,Y,Fatal,,244.0,488.0
5279,1918,Sep,AUSTRALIA,Queensland,Unprovoked,Bathing,M,22.0,Y,Fatal,,,
5280,1918,Mar,AUSTRALIA,New South Wales,Unprovoked,Surfing,M,,N,Major,,366.0,366.0
5281,1918,,AUSTRALIA,Queensland,Unprovoked,Diving,M,,N,,,,
5282,1917,Dec,AUSTRALIA,Western Australia,Unprovoked,Swimming,M,,N,Moderate,,,
5283,1917,Nov,MOZAMBIQUE,Maputo Province,Unprovoked,Wreck of the tug Magellan,M,,Y,Fatal,,,
5284,1917,Sep,USA,New Jersey,Unprovoked,"Swimming, towing an empty barrel",M,,N,Moderate,,,
5285,1917,Sep,USA,Hawaii,Provoked,Stuffing a shark into an automobile,M,,N,Major,,366.0,366.0
5286,1917,Sep,PANAMA,Colon,Unprovoked,Swimming to shore from the Medic,M,,Y,Fatal,,,
5287,1917,Jul,USA,Florida,Unprovoked,Diving,M,,Y,Fatal,,,
5288,1917,Jul,IRELAND,Off Ireland,Sea Disaster,Ship Mariston torpedoed & sunk,M,,Y,Fatal,,,
5289,1917,Jun,USA,South Carolina,Unprovoked,Swimming beside launch,M,,N,Minor,,,
5290,1917,May,PHILIPPINES,Luzon Island,Unprovoked,Swimming,M,,Y,Fatal,,,
5291,1917,May,KUWAIT,,Unprovoked,Diving for pearls,M,,N,Minor,,,
5292,1917,,LIBYA,Mediterranean Sea,Unprovoked,Diving for sponges,M,,N,Minor,,,
5293,1916,Dec,AUSTRALIA,Queensland,Unprovoked,Bathing,M,25.0,N,Minor,,,
5294,1916,Dec,AUSTRALIA,New South Wales,Unprovoked,Taking wife to beach & about 1 m from the shore,M,41.0,Y,Fatal,,,
5295,1916,Dec,AUSTRALIA,New South Wales,Unprovoked,Swimming 10 m from shore,F,,N,Minor,,,
5296,1916,Nov,PANAMA,,Provoked,,M,,N,Major,,,
5297,1916,Nov,AUSTRALIA,Queensland,Unprovoked,Swimming,M,,Y,Fatal,,,
5298,1916,Nov,AUSTRALIA,Queensland,Unprovoked,Bathing,M,27.0,Y,Fatal,,,
5299,1916,Oct,USA,Florida,Provoked,"Fishing, attempted to take a netted shark",M,,Y,Fatal,,,
5300,1916,Aug,USA,Louisiana,Unprovoked,Netting shrimp,M,,N,Major,,,
5301,1916,Jul,USA,North Carolina,Unprovoked,Fishing,M,,N,Major,,,
5302,1916,Jul,USA,New York,Invalid,Swimming,F,,,Minor,,,
5303,1916,Jul,USA,New York,Unprovoked,Swimming,M,,N,Minor,,,
5304,1916,Jul,USA,New Jersey,Unprovoked,Swimming,M,12.0,N,Major,,270.0,270.0
5305,1916,Jul,USA,New Jersey,Unprovoked,Swimming (recovering remains of Stilwell) ,M,24.0,Y,Fatal,,300.0,300.0
5306,1916,Jul,USA,New Jersey,Unprovoked,Swimming,M,10.0,Y,Fatal,,,
5307,1916,Jul,BAHAMAS,,Sea Disaster,S.S. Ramos foundered in a hurricane. Captain & 14 crew in water-logged lifeboats. ,M,,Y,Fatal,,,
5308,1916,Jul,SPAIN,Gran Canaria,Unprovoked,Diving,M,,N,,,,
5309,1916,Jul,PHILIPPINES,Luzon Island,Unprovoked,Bathing,M,,N,Major,,,
5310,1916,Jul,USA,New Jersey,Unprovoked,Swimming,M,,Y,Fatal,,260.0,260.0
5311,1916,Jul,USA,New Jersey,Unprovoked,Swimming,M,24.0,Y,Fatal,,260.0,260.0
5312,1916,Jun,USA,New Jersey,Unprovoked,Swimming,M,,N,Minor,,,
5313,1916,Jun,ATLANTIC OCEAN,,Unprovoked,Jumped overboard from Norwegian steamship Venator,M,,Y,Fatal,,,
5314,1916,Jun,USA,Florida,Provoked,,M,26.0,N,Minor,,,
5315,1916,Apr,AUSTRALIA,New South Wales,Unprovoked,Swimming,M,,Y,Fatal,,,
5316,1916,Apr,AUSTRALIA,Victoria,Unprovoked,Clinging to overturned rowing boat,M,17.0,Y,Fatal,,,
5317,1916,Mar,AUSTRALIA,New South Wales,Unprovoked,Bathing,M,,N,Moderate,,,
5318,1915,Dec,AUSTRALIA,Torres Strait,Unprovoked,Diving,M,,N,Major,,,
5319,1915,Nov,AUSTRALIA,Queensland,Unprovoked,Bathing,M,10.0,N,Major,,,
5320,1915,Nov,AUSTRALIA,New South Wales,Unprovoked,Bathing,M,,N,Major,,,
5321,1915,Aug,USA,Florida,Unprovoked,,M,,N,Moderate,,,
5322,1915,Jul,MEXICO,Tamaulipas,Unprovoked,Fishing,M,,Y,Fatal,,,
5323,1915,Jul,MEXICO,,Unprovoked,Wading,M,,Y,Fatal,,,
5324,1915,May,EGYPT,,Invalid,Fell overboard,M,,,,,,
5325,1915,Mar,AUSTRALIA,Torres Strait,Unprovoked,Skin diving for trepang but at surface next to the boat,M,,N,Minor,,300.0,300.0
5326,1915,Feb,AUSTRALIA,Queensland,Unprovoked,Swimming,M,,N,Minor,,,
5327,1915,Jan,NEW ZEALAND,North Island,Invalid,Fishing,M,,,,,,
5328,1915,Jan,AUSTRALIA,New South Wales,Unprovoked,Bathing,M,17.0,Y,Fatal,,,
5329,1915,,USA,Florida,Invalid,,M,,,Fatal,,370.0,370.0
5330,1914,Dec,AUSTRALIA,Queensland,Unprovoked,Swimming,M,,N,Moderate,,,
5331,1914,Oct,SAMOA,Apolima Strait,Sea Disaster,Copra vessel with 19 on board was wrecked in a squall,F,,N,Minor,,,
5332,1914,Sep,JAMAICA,Kingston Parish,Unprovoked,Fell overboard,M,,Y,Fatal,,610.0,610.0
5333,1914,Sep,USA,Louisiana,Unprovoked,Swimming,M,17.0,Y,Fatal,,,
5334,1914,Jul,CROATIA,Zadar County,Unprovoked,Washing clothes,F,,N,Minor,,150.0,150.0
5335,1914,Jul,USA,Louisiana,Provoked,Fishing,M,,N,Major,,,
5336,1914,Jul,CROATIA, Primorje-Gorski Kotar County,Unprovoked,,M,,N,Minor,,600.0,600.0
5337,1914,Jun,MONTENEGRO,Adriatic Sea,Boating,Fishing boat,M,,N,Minor,,,
5338,1914,Jun,AUSTRALIA,Victoria,Unprovoked,Bathing,M,43.0,Y,Fatal,,,
5339,1914,May,NEW CALEDONIA,South Province,Sea Disaster,Swimming ashore from swamped 13-ft boat,M,,Y,Fatal,,,
5340,1914,May,USA,Florida,Provoked,Fishing,F,,N,Moderate,,91.0,91.0
5341,1914,Mar,USA,Florida,Invalid,Swimming,M,,,Fatal,,,
5342,1914,Mar,GUYANA,Essequibo,Sea Disaster,Boat swamped,M,,Y,Fatal,,,
5343,1914,Mar,USA,Hawaii,Unprovoked,Washed into sea while picking opihi & attacked by 2 large sharks ,M,,Y,Fatal,,,
5344,1914,Feb,AUSTRALIA,South Australia,Unprovoked,Wading,M,,N,Moderate,,,
5345,1914,Feb,AUSTRALIA,New South Wales,Unprovoked,Canoeing,M,,N,Moderate,,,
5346,1914,Jan,AUSTRALIA,Queensland,Unprovoked,Wading,F,,N,Moderate,,,
5347,1914,,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,,F,,,,,,
5348,1913,Dec,USA,Florida,Provoked,Fishing for mackerel,,,N,Minor,,396.0,396.0
5349,1913,Dec,CUBA,,Sea Disaster,,M,,Y,Fatal,,,
5350,1913,Nov,NIGERIA,Lagos ,Unprovoked,Boat swamped,M,,Y,Fatal,,,
5351,1913,Nov,AUSTRALIA,Queensland,Unprovoked,Swimming,M,12.0,N,Major,,,
5352,1913,Sep,USA,Florida,Unprovoked,,M,,N,Minor,,240.0,240.0
5353,1913,Sep,CROATIA,Istria County,Provoked,,M,,N,Minor,,200.0,200.0
5354,1913,Aug,USA,New Jersey,Invalid,,M,,,,,,
5355,1913,Aug,USA,New Jersey,Invalid,,F,,,,,,
5356,1913,Aug,ITALY,Trieste,Invalid,,,,,,,,
5357,1913,Jul,USA,South Carolina,Unprovoked,,M,,Y,Fatal,,,
5358,1913,Jul,COSTA RICA,,Unprovoked,Swimming,M,,Y,Fatal,,,
5359,1913,May,USA,Florida,Provoked,Fishing,M,,N,Minor,,,
5360,1913,May,AUSTRALIA,New South Wales,Provoked,Hauling in net,M,,N,Moderate,,,
5361,1913,Mar,SAMOA,Upolu Island,Unprovoked,,M,,N,Major,,,
5362,1913,Jan,AUSTRALIA,Torres Strait,Unprovoked,Diving,M,,N,Minor,Tiger,,
5363,1913,,REUNION,Saint-Denis,Unprovoked,Swimming after his hat,M,,Y,Fatal,,,
5364,1913,,REUNION,5aint-Denis,Unprovoked,Swimming,M,,Y,Fatal,,,
5365,1913,,AUSTRALIA,Victoria,Unprovoked,,M,,N,Major,,,
5366,1912,Nov,PHILIPPINES,,Sea Disaster,Swimming from foundered vessel,F,19.0,Y,Fatal,,,
5367,1912,Aug,USA,Georgia,Unprovoked,Swimming,M,12.0,Y,Fatal,,,
5368,1912,Jul,USA,South Carolina,Unprovoked,Swimming,M,,N,Major,,244.0,244.0
5369,1912,Jul,SOLOMON ISLANDS,Central Province,Unprovoked,Bathing,M,,Y,Fatal,,,
5370,1912,May,SOUTH AFRICA,KwaZulu-Natal,Invalid,,M,,,,,,
5371,1912,Mar,NEW ZEALAND,North Island,Unprovoked,Swimming,M,,N,Moderate,,,
5372,1912,Feb,AUSTRALIA,Western Australia,Provoked,Hard hat diving,M,,N,Minor,,,
5373,1912,Feb,AUSTRALIA,New South Wales,Unprovoked,Swimming,M,18.0,N,Minor,,,
5374,1912,Feb,NEW CALEDONIA,South Province,Unprovoked,Swimming,M,,N,Minor,,,
5375,1912,Jan,AUSTRALIA,New South Wales,Unprovoked,Swimming,M,21.0,Y,Fatal,,280.0,280.0
5376,1912,Jan,FIJI,Viti Levu group,Unprovoked,Washed overboard,M,7.0,Y,Fatal,,,
5377,1912,Jan,AUSTRALIA,New South Wales,Unprovoked,,M,,N,Major,,,
5378,1912,Jan,AUSTRALIA,Queensland,Unprovoked,Bathing,M,,Y,Fatal,,,
5379,1912,,SPAIN,Balearics,Unprovoked,Fell into the water,M,,Y,Fatal,White,,
5380,1911,Nov,USA,Florida,Invalid,,M,,,Fatal,,,
5381,1911,Oct,USA,South Carolina,Unprovoked,Fell overboard from steamship Rio Grande,M,,Y,Fatal,,,
5382,1911,Oct,AUSTRALIA,Queensland,Unprovoked,Diving,M,23.0,N,Minor,,,
5383,1911,Sep,USA,Texas,Unprovoked,Jumped overboard to rescue companion,M,,Y,Fatal,,,
5384,1911,Sep,USA,Florida,Unprovoked,Fell overboard & swimming,M,,Y,Fatal,,,
5385,1911,Sep,USA,Florida,Unprovoked,Bathing,M,,N,Minor,,,
5386,1911,Jul,SPAIN,Málaga ,Unprovoked,Bathing,M,,Y,Fatal,,,
5387,1911,Jul,USA,Delaware,Provoked,Fishing,M,,N,Minor,,,
5388,1911,May,SOUTH AFRICA,Western Cape Province,Unprovoked,Bathing,M,64.0,Y,Fatal,,,
5389,1911,May,USA,Texas,Provoked,Fishing,M,,N,Minor,,152.0,152.0
5390,1911,May,SOUTH AFRICA,Western Cape Province,Unprovoked,Swimming,M,,Y,Fatal,,,
5391,1911,Apr,NEW ZEALAND,Chatham Islands,Boating,Fishing,,,N,Minor,,,
5392,1911,Mar,AUSTRALIA,Torres Strait,Unprovoked,Swimming,M,,Y,Fatal,,,
5393,1911,Jan,AUSTRALIA,Western Australia,Sea Disaster,3-masted steel barque Glenbank foundered during a cyclone,M,22.0,N,Minor,,,
5394,1911,,USA,Texas,Unprovoked,Swimming,M,,N,Minor,,,
5395,1911,,NEW ZEALAND,North Island,Unprovoked,Fishing,M,50.0,Y,Fatal,,,
5396,1910,Dec,CROATIA, Primorje-Gorski Kotar County,Invalid,,M,,,Fatal,,,
5397,1910,Dec,AUSTRALIA,Western Australia,Sea Disaster,Shipwrecked pearling schooner,M,,Y,Fatal,,,
5398,1910,Nov,NORTH ATLANTIC OCEAN,Georges Bank,Provoked,Fishing,M,,N,Major,Angel,,
5399,1910,Nov,AUSTRALIA,Queensland,Unprovoked,Bathing,M,,N,Minor,,274.0,274.0
5400,1910,Jun,MEXICO,,Unprovoked,Swimming,M,,N,Minor,,,
5401,1910,Jun,MOZAMBIQUE,Zambesi River,Sea Disaster,"Steamer Durao struck rock & filled, boats capsized, passengers & crew tried to swim to shore",,,Y,Fatal,,,
5402,1910,May,USA,Alabama,Invalid,"Unknown, their unoccupied yawlboat was recovered",M,,,,,,
5403,1910,Mar,PANAMA,Colón Province,Unprovoked,Fell overboard from USS cruiser Tacoma,M,,Y,Fatal,,,
5404,1910,Mar,NEW ZEALAND,North Island,Unprovoked,Swimming,M,,N,Moderate,,183.0,183.0
5405,1910,Mar,USA,Hawaii,Invalid,"Hard hat diving, laying some charge of powder",M,,,Minor,,,
5406,1910,Feb,AUSTRALIA,Western Australia,Unprovoked,Surf bathing,M,,N,Minor,,168.0,183.0
5407,1910,Jan,AUSTRALIA,New South Wales,Unprovoked,,M,,Y,Fatal,,,
5408,1910,,USA,Hawaii,Invalid,"Fishing, thrown into water by heavy sea, clinging to rocks at the water line",M,,,Minor,,,
5409,1910,,PHILIPPINES,Luzon Island,Unprovoked,Swimming,M,,,Major,,600.0,600.0
5410,1909,Nov,USA,Florida,Unprovoked,,M,,N,Major,,,
5411,1909,Dec,AUSTRALIA,New South Wales,Unprovoked,Fell overboard,M,,Y,Fatal,,,
5412,1909,Dec,AUSTRALIA,New South Wales,Provoked,Fishing,M,,N,Minor,,213.0,213.0
5413,1909,Nov,INDONESIA,30 nm from Singapore,Sea Disaster,The 2379-ton French steamer La Seyne collied with British steamer Onda & sank in minutes. Passengers jumped overboard expecting to be picked up by Onda’s boats,,,Y,Fatal,,,
5414,1909,Sep,USA,Delaware,Provoked,Seine netting,M,,N,Minor,,152.0,152.0
5415,1909,Aug,USA,Florida,Unprovoked,Fell overboard from fishing schooner Halycon,M,,Y,Fatal,,,
5416,1909,Jul,USA,New York,Unprovoked,Fell overboard while fishing for sharks,M,,N,Minor,,,
5417,1909,Jul,USA,Florida,Unprovoked,Swimming,M,16.0,N,Moderate,,,
5418,1909,Jun,MEXICO,Guerrero,Unprovoked,Bathing,F,,Y,Fatal,,,
5419,1909,Jun,SOUTH AFRICA,Western Cape Province,Unprovoked,,M,,Y,Fatal,,549.0,549.0
5420,1909,Jun,AUSTRALIA,Queensland,Sea Disaster,"1446-ton Norwegian barque Errol, bound from Peru to Newcastle with 22 on board wrecked. Survivors shelterd on the wreck of the Annasona. Subsequently the Master, his wife & 4 children perished along with several crew. Survivors (5) were rescued 7/12/1909",M,,Y,Fatal,,,
5421,1909,Apr,SPAIN,Andalucia,Provoked,Fishing,M,,N,Minor,,,
5422,1909,Apr,USA,Hawaii,Invalid,Reported swept away by waves while gathering opihi,F,19.0,,,,,
5423,1909,Apr,TUNISIA,Sfax,Unprovoked,Diving (Helmet) for sponges,M,,Y,Fatal,,,
5424,1909,Mar,SOUTH AFRICA,South Atlantic Ocean,Sea Disaster,Wreck of the 1308-ton Norwegian ship Auckland,F,,Y,Fatal,,,
5425,1909,Jan,,,Invalid,Jumped overboard ,M,36.0,,Fatal,,,
