,Year,Month,Country,Area,Type,Activity,Sex,Age,Fatal,Injury,Species,Size (min),Size (max)
4868,1936,Sep,USA,Hawaii,Unprovoked,Swimming,M,,N,Moderate,,,
4869,1936,Aug,AUSTRALIA,Torres Strait,Unprovoked,"Trochus diving, but floating on surface",M,,N,Minor,,,
4870,1936,Aug,ICELAND,Fishing Grounds,Unprovoked,Swept overboard,M,,N,Moderate,,,
4871,1936,Aug,CANADA,Newfoundland,Provoked,Fishing for cod,,,N,Minor,,600.0,600.0
4872,1936,Aug,AUSTRALIA,Torres Strait,Unprovoked,Pearl diving,M,,N,Minor,,,
4873,1936,Aug,USA,North Carolina,Boating,Fishing,M,13.0,N,Minor,,,
4874,1936,Jul,USA,Massachusetts,Unprovoked,Swimming crawl stroke,M,16.0,Y,Fatal,White,,
4875,1936,Jul,USA,New Jersey,Boating,Fishing for bluefish,,,N,Minor,,244.0,244.0
4876,1936,Jul,AUSTRALIA,Torres Strait,Unprovoked,Diving,M,,N,,,,
4877,1936,Jul,SOUTH AFRICA,Western Cape Province,Boating,"Fishing, catching snoek, Thyrsites atun",,,N,,,,
4878,1936,Jun,AUSTRALIA,Torres Strait,Unprovoked,"Diving for trochus , but swimming on surface",M,16.0,Y,Fatal,,240.0,240.0
4879,1936,Jun,USA,Florida,Unprovoked,Swimming,M,,Y,Fatal,,,
4880,1936,Apr,AUSTRALIA,Queensland,Unprovoked,Diving for trochus,M,16.0,N,Moderate,,460.0,460.0
4881,1936,,AUSTRALIA,Queensland,Unprovoked,Diving,M,,N,Major,,,
4882,1936,Mar,USA,Florida,Provoked,Fishing,M,,N,Minor,,,
4883,1936,Mar,AUSTRALIA,Torres Strait,Unprovoked,Among 31 survivors of crew from the sampan Fukulya Maru (which reached Thursday Island in rowing boat) was a man whose arm had been bitten off by shark. The sampan wrecked west of McArthur island ,M,,N,,,,
4884,1936,Mar,AUSTRALIA,Queensland,Unprovoked,Diving for trochus,M,,N,Moderate,,,
4885,1936,Mar,AUSTRALIA,Northern Territory,Boating,Rowing ,,,N,Minor,,,
4886,1936,Feb,AUSTRALIA,New South Wales,Provoked,Touching the mouth of a supposedly dead shark,F,,N,Minor,,,
4887,1936,Feb,AUSTRALIA,Queensland,Unprovoked,Sculling,M,,N,Minor,,305.0,305.0
4888,1936,Feb,AUSTRALIA,New South Wales,Unprovoked,Swimming,M,14.0,Y,Fatal,White,,
4889,1936,Jan,AUSTRALIA,South Australia,Unprovoked,"Swimming. Passer-by, Len Bedford, heard him shriek , saw shark leap from the water & swimmer disappeared",M,13.0,Y,Fatal,White,,
4890,1936,Jan,AUSTRALIA,Queensland,Invalid,Surfing,M,17.0,,,,,
4891,1936,Jan,AUSTRALIA,New South Wales,Provoked,Paddleskiing,M,,N,No injury,,230.0,230.0
4892,1936,,AUSTRALIA,Victoria ,Unprovoked,Swimming ,M,,Y,Fatal,,,
4893,1935,Dec,AUSTRALIA,Victoria,Provoked,Cruising,,,N,,,430.0,430.0
4894,1935,Nov,AUSTRALIA,Torres Strait,Unprovoked,Diving?,M,20.0,N,Minor,,,
4895,1935,Sep,USA,North Carolina,Unprovoked,Swimming,M,38.0,Y,Fatal,,,
4896,1935,Sep,PAPUA NEW GUINEA,Central Province,Unprovoked,Swimming,M,,Y,Fatal,,,
4897,1935,Aug,AUSTRALIA,Queensland,Unprovoked,"Fell overboard, hanging onto lifebuoy",M,38.0,Y,Fatal,,370.0,370.0
4898,1935,Aug,UNITED KINGDOM,Isle of Wight,Invalid,Fishing,M,,,Minor,,,
4899,1935,Aug,AUSTRALIA,Torres Strait,Unprovoked,Diving for beche-de-mer from lugger,M,,Y,Fatal,,,
4900,1935,Jul,USA,California,Invalid,fishing boat exploded & sank,M,23.0,,Fatal,,,
4901,1935,Jul,USA,California,Invalid,fishing boat exploded & sank,M,53.0,,Fatal,,,
4902,1935,Jul,PANAMA,,Unprovoked,"Fishing with dynamite, afterwards in water retrieving catch",M,14.0,Y,Fatal,,,
4903,1935,Jul,CROATIA,Adriatic Sea,Unprovoked,Swimming,F,22.0,Y,Fatal,,,
4904,1935,Jun,USA,New Jersey,Unprovoked,"Fishing for bluefish, shark leapt into dory",M,31.0,N,Moderate,,460.0,460.0
4905,1935,Jun,SOLOMON ISLANDS,Makira-Uluwa Province,Unprovoked,Fishing,M,,Y,Fatal,,,
4906,1935,Jun,AUSTRALIA,South Australia,Boating,,,,N,No injury,,,
4907,1935,Jun,PAPUA NEW GUINEA,Northern (Oro) Province,Unprovoked,,,,N,Fatal,,,
4908,1935,May,SOUTH AFRICA,KwaZulu-Natal,Provoked,Put foot inside a landed & supposedly dead shark,M,,N,Minor,,,
4909,1935,May,AUSTRALIA,Torres Strait,Unprovoked,Pearl diving,M,,N,Minor,,180.0,180.0
4910,1935,Apr,AUSTRALIA,New South Wales,Invalid,"Disappeared 11 days earlier, probable homicide victim",M,40.0,,,,,
4911,1935,Apr,,,Unprovoked,Diving,F,,N,Moderate,,,
4912,1935,Apr,USA,California,Unprovoked,,M,,N,Moderate,,,
4913,1935,Mar,AUSTRALIA,Queensland,Unprovoked,Diving from dinghy for trochus shell,M,,N,Moderate,,,
4914,1935,Mar,SOUTH AFRICA,KwaZulu-Natal,Provoked,Put foot inside mouth of supposedly dead shark,M,,N,Minor,,,
4915,1935,Mar,AUSTRALIA,Torres Strait,Unprovoked,"Pearl diving, but standing in the water",M,,N,Moderate,Tiger,300.0,300.0
4916,1935,Mar,AUSTRALIA,Queensland,Provoked,Hauling in net with shark in it,M,38.0,N,Minor,,,
4917,1935,Mar,AUSTRALIA,New South Wales,Unprovoked,Surfing,M,,N,Minor,,,
4918,1935,Mar,AUSTRALIA,New South Wales,Unprovoked,Swimming,M,27.0,Y,Fatal,,400.0,400.0
4919,1935,Mar,AUSTRALIA,New South Wales,Unprovoked,Standing,M,22.0,Y,Fatal,,351.0,396.0
4920,1935,Feb,AUSTRALIA,New South Wales,Unprovoked,Surfing (pneumatic surfboard),M,20.0,N,Moderate,,,
4921,1935,Jan,AUSTRALIA,New South Wales,Unprovoked,Fishing,M,,N,Minor,,366.0,366.0
4922,1935,Jan,AUSTRALIA,Queensland,Boating,Fishing for sharks,,,N,Minor,,,
4923,1935,Jan,ISRAEL,Herzliyah,Invalid,,,,,Fatal,,,
4924,1935,Jan,AUSTRALIA,Queensland,Invalid,,M,5.0,,Minor,,,
4925,1934,Dec,AUSTRALIA,New South Wales,Unprovoked,Splashing,F,13.0,N,Major,,150.0,150.0
4926,1934,Dec,AUSTRALIA,New South Wales,Unprovoked,Swimming (lead swimmer in race),M,19.0,Y,Fatal,,,
4927,1934,Dec,AUSTRALIA,New South Wales,Unprovoked,Taken as he dived into the water,M,14.0,Y,Fatal,,,
4928,1934,Oct,AUSTRALIA,New South Wales,Unprovoked,Swimming & splashing,M,12.0,N,Moderate,,,
4929,1934,Oct,AUSTRALIA,Northern Territory,Unprovoked,Bathing,F,38.0,Y,Fatal,,,
4930,1934,Oct,BERMUDA,Hamilton,Provoked,Fishing,M,,N,Minor,,,
4931,1934,Oct,AUSTRALIA,Torres Strait,Unprovoked,Freediving for trochus shell (submerged),M,,Y,Fatal,,,
4932,1934,Sep,BERMUDA,Hamilton,Provoked,Fishing,M,,N,Minor,,150.0,150.0
4933,1934,Aug,ITALY,Sicily,Boating,Fishing on a boat,M,,N,Minor,,400.0,400.0
4934,1934,Aug,ITALY / CROATIA,,Invalid,Swimming,F,,,Fatal,,,
4935,1934,Aug,AUSTRALIA,Queensland,Unprovoked,Dived into sea from launch & bitten immediately,M,,Y,Fatal,,,
4936,1934,Aug,CROATIA,Adriatic Sea,Unprovoked,Swimming,F,18.0,Y,Fatal,White,,
4937,1934,Aug,USA,Georgia,Unprovoked,Swimming,M,11.0,N,Moderate,,,
4938,1934,Jul,AUSTRALIA,New South Wales,Boating,Fishing,,,N,Minor,,335.0,335.0
4939,1934,Jun,AUSTRALIA,New South Wales,Provoked,Fishing,M,,N,Minor,,198.0,198.0
4940,1934,Jun,USA,Florida,Unprovoked,Standing,M,8.0,Y,Fatal,,,
4941,1934,Apr,AUSTRALIA,Queensland,Unprovoked,Body surfing,M,34.0,N,Moderate,,,
4942,1934,Apr,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,Swimming,M,,Y,Fatal,,,
4943,1934,Apr,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,Swimming ,M,12.0,N,Moderate,,,
4944,1934,Apr,AUSTRALIA,New South Wales,Unprovoked,Swimming in waist-deep water ,M,15.0,Y,Fatal,,430.0,430.0
4945,1934,Mar,AUSTRALIA,New South Wales,Unprovoked,Swimming in hip-deep water,M,17.0,Y,Fatal,,400.0,400.0
4946,1934,Mar,AUSTRALIA,New South Wales,Provoked,Fishing ,,,N,Minor,,370.0,370.0
4947,1934,Feb,AUSTRALIA,Torres Strait,Unprovoked,Splashing in water ,M,,N,Moderate,,340.0,340.0
4948,1934,Feb,CHILE,Elqui Province,Unprovoked,Fell into the water,M,,Y,Fatal,,,
4949,1934,Feb,TURKEY,Istanbul,Boating,Fishing,M,,N,Minor,,,
4950,1934,Jan,AUSTRALIA,New South Wales,Unprovoked,Swimming outside the safety enclosure attempting to retrieve a tennis ball drifting toward midstream ,M,15.0,N,Minor,,,
4951,1934,Jan,AUSTRALIA,New South Wales,Unprovoked,Swimming on sandbar adjacent to channel,M,22.0,N,Major,,430.0,430.0
4952,1933,Nov,AUSTRALIA,Torres Strait,Unprovoked,Free diving for trochus ,M,,Y,Fatal,,340.0,340.0
4953,1933,Nov,AUSTRALIA,Queensland,Unprovoked,Pearl diving,M,17.0,N,Major,Tiger,,
4954,1933,Oct,AUSTRALIA,Queensland,Unprovoked,Diving,M,,N,Major,,,
4955,1933,Sep,ISRAEL,,Boating,Fishing,M,,N,Minor,,,
4956,1933,Aug,USA,California,Provoked,"Fishing, caught a 15' shark & took it onboard",M,,N,Major,,450.0,450.0
4957,1933,Aug,USA,South Carolina,Unprovoked,Bathing,M,,N,Minor,,,
4958,1933,Aug,USA,Connecticut,Unprovoked,Swimming,F,,N,Minor,,,
4959,1933,Jul,USA,California,Unprovoked,,M,50.0,N,,Tiger,,
4960,1933,Jul,AUSTRALIA,Western Australia,Unprovoked,Pearl diving,M,,N,Minor,,,
4961,1933,Jun,USA,South Carolina,Unprovoked,Sitting in 3' of water,M,15.0,N,Minor,,240.0,240.0
4962,1933,Jun,USA,South Carolina,Unprovoked,Standing,F,,N,Minor,,,
4963,1933,Jun,AUSTRALIA,Northern Territory,Invalid,Fishing,M,,,Minor,,,
4964,1933,May,BARBADOS,St Michael Parish,Sea Disaster,Yacht of Michael Howell capsized,,,Y,,,,
4965,1933,May,AUSTRALIA,Queensland,Provoked,Fishing,M,,N,Moderate,,213.0,244.0
4966,1933,Jun,AUSTRALIA,Queensland,Unprovoked,Treading water,M,,N,Moderate,,,
4967,1933,May,CUBA,Havana Province,Sea Disaster,Swimming to shore from capsized sailboat,M,,Y,Fatal,,,
4968,1933,Apr,USA,Florida,Unprovoked,Swimming,M,24.0,Y,Fatal,,,
4969,1933,Feb,AUSTRALIA,New South Wales,Unprovoked,Standing on his hands,M,,N,Minor,,305.0,305.0
4970,1933,Feb,AUSTRALIA,Torres Strait,Unprovoked,Diving for trochus  from dinghy when seized by shark 6' below the surface,M,,N,Moderate,,440.0,440.0
4971,1933,Feb,AUSTRALIA,South Australia,Boating,,,,N,Minor,,,
4972,1933,Feb,AUSTRALIA,South Australia,Provoked,Fishing,M,,N,Moderate,Blue,,
4973,1933,Jan,AUSTRALIA,Queensland,Unprovoked,Swimming,M,38.0,Y,Fatal,,,
4974,1932,Dec,AUSTRALIA,Northern Territory,Unprovoked,,M,,N,Minor,,,
4975,1932,Dec,NEW ZEALAND,North Island,Provoked,Fishing ,M,,N,Moderate,,,
4976,1932,Nov,CUBA,,Sea Disaster,Hurricane & Tidal Wave,,,,,,,
4977,1932,Oct,AUSTRALIA,New South Wales,Unprovoked,Swimming,M,24.0,N,Moderate,,,
4978,1932,Oct,CAPE VERDE,Barlavento Islands,Unprovoked,Swimming,M,27.0,Y,Fatal,,,
4979,1932,Sep,FIJI,Viti Levu Island,Unprovoked,Catching a turtle,M,,N,Major,,,
4980,1932,Aug,AUSTRALIA,New South Wales,Provoked,,M,,N,Minor,,,
4981,1932,Aug,AUSTRALIA,New South Wales,Provoked,,M,,N,Minor,,,
4982,1932,Aug,USA,New Jersey,Provoked,Fishing,M,,N,Minor,,488.0,488.0
4983,1932,Aug,AUSTRALIA,Torres Strait,Unprovoked,Pearl diving,M,,N,Minor,,,
4984,1932,Aug,BAHAMAS,New Providence District,Provoked,On expedition filming a feature movie & standing on tripod,M,18.0,N,Minor,,,
4985,1932,Jul,USA,Texas,Invalid,,M,17.0,,Minor,,,
4986,1932,Jul,CANADA,Bay of Fundy,Boating,"Fishing, hauling in fishing gear",M,,N,Minor,,460.0,460.0
4987,1932,Jun,USA,New Jersey,Provoked,Fishing,M,32.0,N,Minor,,,
4988,1932,Jun,USA,New Jersey,Provoked,Fishing,M,,N,Moderate,,,
4989,1932,Jun,FIJI,Yasawa Islands,Unprovoked,Free diving with goggles,F,,Y,Fatal,,,
4990,1932,May,AUSTRALIA,Torres Strait,Unprovoked,Pearl diving,M,,Y,Fatal,,,
4991,1932,May,AUSTRALIA,Torres Strait,Unprovoked,Pearl diving,M,,N,Major,,,
4992,1932,Apr,PHILIPPINES,Manila,Unprovoked,Standing,M,,Y,Fatal,,,
