,Year,Country,Activity,Age,Species ,Sex,Species
728,2012,USA,Surfing,39,"White shark, 15' to 16' ",M,"White shark, 15' to 16' "
731,2012,USA,Paddle boarding,55,6' to 8' shark,M,6' to 8' shark
735,2012,AUSTRALIA,Bodyboarding,11,2m shark,M,2m shark
736,2012,USA,Surfing,21,5' shark,M,5' shark
737,2012,USA,Surfing,22,4' shark,M,4' shark
739,2012,TONGA,Swimming,29,Possibly a 3 m bull shark,F,Possibly a 3 m bull shark
746,2012,USA,Boogie boarding,8,3.5' to 4' shark,F,3.5' to 4' shark
748,2012,USA,Swimming or boogie boarding,56,3.5' to 4' shark,F,3.5' to 4' shark
749,2012,SCOTLAND,Shark fishing,53,"Porbeagle shark, 7'",M,"Porbeagle shark, 7'"
754,2012,USA,Free diving ,56,"Lemon shark, 4' to 5' ",M,"Lemon shark, 4' to 5' "
755,2012,REUNION,Surfing,39,Bull shark,M,Bull shark
758,2012,AUSTRALIA,Surfing,48,White shark or bronze whaler,M,White shark or bronze whaler
760,2012,USA,Body surfing,50,Thought to involve a white shark,M,Thought to involve a white shark
764,2012,CANADA,Surfing,23,"Salmon shark suspected, but unlikely",F,"Salmon shark suspected, but unlikely"
765,2012,AUSTRALIA,Surfing,24,"White shark, 5m",M,"White shark, 5m"
769,2012,USA,Kayaking,52,14' to 18'shark,M,14' to 18'shark
770,2012,SOUTH AFRICA,Surfing,29,15' shark,M,15' shark
772,2012,USA,Swimming,6,possibly a bull shark,M,possibly a bull shark
774,2012,USA,Sitting in the water,16,a small reef shark,F,a small reef shark
777,2012,AUSTRALIA,Surf skiing ,62,3 m shark,M,3 m shark
778,2012,USA,Standing,16,No shark involvement,M,No shark involvement
780,2012,USA,Fishing,23,Nurse shark,M,Nurse shark
781,2012,USA,Swimming,18,small blacktip shark?,F,small blacktip shark?
784,2012,USA,Swimming,16,Blacktip shark ,M,Blacktip shark 
785,2012,AUSTRALIA,Surfing,42,1.5 m shark,M,1.5 m shark
786,2012,ITALY,Attempting to rescue an injured & beached shark,57,"Blue shark, 2.5m",M,"Blue shark, 2.5m"
787,2012,AUSTRALIA,Surf skiing ,30,"White shark, 2 m",M,"White shark, 2 m"
790,2012,USA,Wading,33,"18"" to 24"" shark",F,"18"" to 24"" shark"
791,2012,MEXICO,Free diving / spearfishing,46,"Bull shark, 3m",M,"Bull shark, 3m"
792,2012,USA,Surfing,22,4' to 5' shark,M,4' to 5' shark
795,2012,USA,Kayaking / Fishing,30,White shark,M,White shark
797,2012,USA,Paddle boarding,15,White shark,F,White shark
798,2012,USA,Surfing,28,5' shark,M,5' shark
799,2012,SOUTH AFRICA,Body boarding,20,"White shark, 4 m to 5m ",M,"White shark, 4 m to 5m "
800,2012,AUSTRALIA,Kayaking,27,"White shark, 6m ",M,"White shark, 6m "
801,2012,USA,Surfing,28,"Tiger shark, 10'  ",M,"Tiger shark, 10'  "
803,2012,AUSTRALIA,Scuba diving,33,"White shark, 4m ",M,"White shark, 4m "
806,2012,AUSTRALIA,Surfing,20,Possibly a bull shark,M,Possibly a bull shark
807,2012,USA,Surfing,61,Possibly a 5' to 6' bull shark,M,Possibly a 5' to 6' bull shark
808,2012,USA,Surfing,15,4' to 5' shark,F,4' to 5' shark
809,2012,USA,Surfing,17,4' to 5' shark,M,4' to 5' shark
811,2012,AUSTRALIA,"Diving, feeding sharks",34,"Tawny nurse shark, 40cm",F,"Tawny nurse shark, 40cm"
813,2012,USA,Kite Surfing,19,4' shark,M,4' shark
821,2012,AUSTRALIA,Snorkeling,26,"Tiger shark, 3m",M,"Tiger shark, 3m"
823,2012,TAIWAN,Fishing,24,"Blue shark, 70-kg blue shark",M,"Blue shark, 70-kg blue shark"
824,2012,AUSTRALIA,Surfing,44,"White shark, 2.7 m",M,"White shark, 2.7 m"
825,2012,SOUTH AFRICA,Swimming,25,Thought to involve a bull shark,M,Thought to involve a bull shark
826,2012,USA,Surfing,53,White shark,M,White shark
827,2012,AUSTRALIA,Surfing,28,2 m shark,M,2 m shark
828,2012,AUSTRALIA,Spearfishing,34,Allegedly a 4 m tiger shark,M,Allegedly a 4 m tiger shark
835,2011,AUSTRALIA,Surfing,51,"White shark, 2.5m",M,"White shark, 2.5m"
837,2011,AUSTRALIA,Surfing,14,Wobbegong shark,M,Wobbegong shark
842,2011,AUSTRALIA,Swimming,10,Wobbegong shark?,M,Wobbegong shark?
847,2011,USA,Surfing,27,White shark,M,White shark
848,2011,SCOTLAND,Surfing,26,8' to 10' shark,M,8' to 10' shark
850,2011,AUSTRALIA,Diving,32,"White shark, 10'",M,"White shark, 10'"
851,2011,USA,Surfing,41,"White shark, 15'",M,"White shark, 15'"
852,2011,AUSTRALIA,Diving,50,"Port Jackson shark, 1m",M,"Port Jackson shark, 1m"
856,2011,REUNION,Canoeing,51,2 to 2.5 m shark,M,2 to 2.5 m shark
859,2011,USA,Surfing,27,No shark involvement,M,No shark involvement
861,2011,SOUTH AFRICA,Swimming,43,White shark,M,White shark
862,2011,USA,Spearfishing,21,"Bull shark, 6'",M,"Bull shark, 6'"
867,2011,USA,Surfing,25,4' to 6' shark,M,4' to 6' shark
869,2011,PAPUA NEW GUINEA,Kite Surfing,30,"Tiger shark, 2m",M,"Tiger shark, 2m"
871,2011,AUSTRALIA,Body boarding,21,White shark,M,White shark
872,2011,USA,Surfing,19,"6' shark, possibly a blactip or spinner shark",M,"6' shark, possibly a blactip or spinner shark"
873,2011,USA,Surfing,19,6' shark,M,6' shark
874,2011,AUSTRALIA,Swimming,48,Shark involvement prior to death not confirmed,M,Shark involvement prior to death not confirmed
879,2011,SOUTH AFRICA,Surfing,49,"White shark, >6'",M,"White shark, >6'"
883,2011,RUSSIA,Swimming,25,4 m shark,M,4 m shark
884,2011,FRENCH POLYNESIA,Surfing,32,Grey reef shark ,M,Grey reef shark 
886,2011,SEYCHELLES,Swimming or Snorkeling,30,"Bull shark, 6'",M,"Bull shark, 6'"
887,2011,USA,Playing in the surf,7,Shark involvement not confirmed,M,Shark involvement not confirmed
890,2011,BRAZIL,Swimming,14,Shark involvement prior to death not confirmed,M,Shark involvement prior to death not confirmed
893,2011,SOUTH AFRICA,Surfing,29,"White shark, 3m to 4m",M,"White shark, 3m to 4m"
904,2011,SOUTH AFRICA,Scuba diving,22,"Bull shark, 3m female",M,"Bull shark, 3m female"
905,2011,USA,Playing in the surf,10,"Bull shark, 6'",F,"Bull shark, 6'"
908,2011,TURKS & CAICOS,Spearfishing,35,5' shark,M,5' shark
912,2011,USA,Scuba diving,28,"Blacktip shark, 4'",M,"Blacktip shark, 4'"
914,2011,USA,Spearfishing,28,"Sevengill shark, 6' to 8'",M,"Sevengill shark, 6' to 8'"
915,2011,USA,Wading,19,3' to 4' shark,M,3' to 4' shark
918,2011,SOUTH AFRICA,Surfing,33,White shark,M,White shark
921,2011,SOUTH AFRICA,Spearfishing,28,Zambesi shark,M,Zambesi shark
923,2011,NEW CALEDONIA,Kite Boarding,15," Tiger shark, 2.8m",M," Tiger shark, 2.8m"
926,2011,UNITED ARAB EMIRATES (UAE),Fishing ,43,Invalid,M,Invalid
928,2011,USA,Spearfishing,32,"Bull shark, 12'",M,"Bull shark, 12'"
929,2011,AUSTRALIA,Washing sand off a speared fish,17,"reef shark, 1.5m",M,"reef shark, 1.5m"
930,2011,USA,Surfing ,49,1' to 2' shark,M,1' to 2' shark
931,2011,NEW ZEALAND,Surfing,41,possibly a bronze whaler shark,M,possibly a bronze whaler shark
936,2011,AUSTRALIA,Surfing,48,"Bull shark, 2.5m",M,"Bull shark, 2.5m"
939,2011,AUSTRALIA,Wakeboarding,24,3 m to 4 m shark,F,3 m to 4 m shark
942,2011,AUSTRALIA,Fishing,36,"Bull shark, 2m",M,"Bull shark, 2m"
943,2011,NEW CALEDONIA,Spearfishing,21,1.5 m shark,M,1.5 m shark
945,2011,AUSTRALIA,Diving for abalone,49,White shark x 2,M,White shark x 2
950,2011,MEXICO,Swimming,38,6' shark,F,6' shark
952,2011,BAHAMAS,Scuba diving,55,Caribbean reef shark,M,Caribbean reef shark
953,2011,AUSTRALIA,Swimming,7,Shark involvement not confirmed,F,Shark involvement not confirmed
957,2010,USA,Body boarding,16,6' shark,M,6' shark
960,2010,EGYPT,Snorkeling,70,"Oceanic whitetip shark, 2.5m ",F,"Oceanic whitetip shark, 2.5m "
962,2010,EGYPT,Snorkeling,54,Mako shark ,M,Mako shark 
963,2010,EGYPT,Snorkeling,46,Mako shark,M,Mako shark
964,2010,EGYPT,Snorkeling,70,"Oceanic whitetip shark, 2.5m, female",F,"Oceanic whitetip shark, 2.5m, female"
965,2010,EGYPT,Snorkeling,48,"Oceanic whitetip shark, 2.5m, female",F,"Oceanic whitetip shark, 2.5m, female"
972,2010,AUSTRALIA,Snorkeling,20,White shark,F,White shark
976,2010,USA,Scuba diving,30,"Porbeagle shark, 8' ",M,"Porbeagle shark, 8' "
978,2010,USA,Body boarding,19,"White shark, 14' to 18' ",M,"White shark, 14' to 18' "
980,2010,AUSTRALIA,Surfing,22,"Bull shark, 1.4m ",M,"Bull shark, 1.4m "
984,2010,USA,Surfing,29,White shark,M,White shark
986,2010,SOUTH AFRICA,Swimming,29,White shark,M,White shark
987,2010,AUSTRALIA,Surfing,15,2m shark,M,2m shark
988,2010,USA,Swimming,27,3' shark,M,3' shark
994,2010,BAHAMAS,Swimming after boat became disabled,43,Shark involvement prior to death was not confirmed,M,Shark involvement prior to death was not confirmed
996,2010,AUSTRALIA,Surfing,31,White shark,M,White shark
997,2010,USA,Kayak Fishing,45,White shark,M,White shark
1002,2010,MALTA,Windsurfing,35,3 m shark,M,3 m shark
1005,2010,USA,Standing,37,3' to 4' shark,F,3' to 4' shark
1006,2010,USA,Standing,16,4' shark,M,4' shark
1008,2010,USA,Swimming,10,Possibly a small blacktip shark,M,Possibly a small blacktip shark
1009,2010,USA,Swimming,13,"Sandtiger shark, 4' to 5'",F,"Sandtiger shark, 4' to 5'"
1010,2010,USA,Surfing,55,A small spinner shark,M,A small spinner shark
1011,2010,SPAIN,Swimming,9,Angel shark,M,Angel shark
1015,2010,USA,Fishing,20,"Blue shark, 7'",M,"Blue shark, 7'"
1016,2010,USA,Surfing,19,4' shark,M,4' shark
1017,2010,USA,Stand-Up Paddleboarding,48,8' shark,M,8' shark
1018,2010,USA,Surfing,20,"Bull shark, 5'",M,"Bull shark, 5'"
1021,2010,VIETNAM,Swimming,17,1 m shark,M,1 m shark
1022,2010,USA,Boogie Boarding,18,4' shark,F,4' shark
1025,2010,USA,Fishing,49,"Lemon shark, 4'",M,"Lemon shark, 4'"
1026,2010,VIETNAM,Rescuing,58,20 to 30kg shark,F,20 to 30kg shark
1027,2010,VIETNAM,Swimming,60,20 to 30kg shark,F,20 to 30kg shark
1030,2010,USA,Wading,10,4' shark,F,4' shark
1031,2010,USA,Measuring sharks,29,"Lemon shark, 6'",M,"Lemon shark, 6'"
1032,2010,USA,Surfing,68,14' shark,M,14' shark
1033,2010,SOUTH AFRICA,Surfing,35,2 m shark,M,2 m shark
1034,2010,EGYPT,Swimming / treading water,24,"Oceanic whitetip shark, 6'",M,"Oceanic whitetip shark, 6'"
1035,2010,REUNION,Surfing,34,1.5 m shark,M,1.5 m shark
1039,2010,AUSTRALIA,Snorkeling,60,2 m shark,F,2 m shark
1040,2010,AUSTRALIA,Surfing,46,"Wobbegong shark, 1.6m",M,"Wobbegong shark, 1.6m"
1042,2010,AUSTRALIA,Body boarding,18,"White shark, 2.5m",M,"White shark, 2.5m"
1044,2010,GUAM,Spearfishing (free diving),31,Invalid,M,Invalid
1046,2010,NEW ZEALAND,Boogie Boarding,14,1.5 m shark,F,1.5 m shark
1047,2010,BRAZIL,Surfing,29,Thought to involve a juvenile hammerhead shark,M,Thought to involve a juvenile hammerhead shark
1051,2010,SOUTH AFRICA,Standing,37,White shark,M,White shark
1052,2010,AUSTRALIA,Snorkeling,9,"Whitetip reef shark, 1m",F,"Whitetip reef shark, 1m"
1060,2009,MOZAMBIQUE,Swimming,27,"Zambesi shark, 2m ",M,"Zambesi shark, 2m "
1062,2009,AUSTRALIA,Spearfishing,18,"Bull shark, 3m",M,"Bull shark, 3m"
1065,2009,NEW ZEALAND,Swimming to shore from capsized kayak,24,"White shark, 2.8 to 3 m ",M,"White shark, 2.8 to 3 m "
1068,2009,USA,Diving,58,"Sandtiger shark, 8'",M,"Sandtiger shark, 8'"
1069,2009,USA,Surfing,49,Shark involvement not confirmed,M,Shark involvement not confirmed
1070,2009,USA,Wading,10,6' shark,M,6' shark
1071,2009,USA,Fishing,31,Thresher shark,M,Thresher shark
1074,2009,USA,Surfing,18,4' shark,M,4' shark
1075,2009,AUSTRALIA,Kayaking,25,2 m shark,M,2 m shark
1077,2009,AUSTRALIA,Kayaking,27,"White shark, 4m",M,"White shark, 4m"
1081,2009,USA,Surfing,54,6' to 8' shark,M,6' to 8' shark
1083,2009,SCOTLAND,Diving,23,Angel shark,M,Angel shark
1084,2009,AUSTRALIA,Diving,23,"Bull shark, 10'",M,"Bull shark, 10'"
1086,2009,UNITED KINGDOM,Fishing,39,Spurdog,M,Spurdog
1091,2009,USA,Swimming,60,Shark involvement prior to death not confirmed,M,Shark involvement prior to death not confirmed
1096,2009,SOUTH AFRICA,Surfing,25,White shark,M,White shark
1097,2009,USA,Swimming,22,"White shark, 5' to 6' juvenile ",F,"White shark, 5' to 6' juvenile "
1101,2009,USA,Wade Fishing,56,Bull shark?,M,Bull shark?
1102,2009,BAHAMAS,Spearfishing,14,Bull shark,M,Bull shark
1107,2009,SPAIN,Swimming,11,Shark involvement questionable,F,Shark involvement questionable
1115,2009,USA,Swimming,43,"Nurse shark, 6'",F,"Nurse shark, 6'"
1116,2009,AUSTRALIA,Surfing,52,"Thought to involve a Bronze whale shark, 2m",M,"Thought to involve a Bronze whale shark, 2m"
1117,2009,USA,Surfing,26,Shark involvement not confirmed,M,Shark involvement not confirmed
1118,2009,USA,Crawling,14,"Shark involvement probable, but not confirmed",M,"Shark involvement probable, but not confirmed"
1122,2009,EGYPT,Snorkeling,50,"Oceanic whitetip shark, 2.5 to 3m",F,"Oceanic whitetip shark, 2.5 to 3m"
1123,2009,TAIWAN,Fishing,46,80 kg shark,M,80 kg shark
1125,2009,USA,Surfing,31,blacktip or spinner shark,M,blacktip or spinner shark
1126,2009,USA,Surfing,49,blacktip or spinner shark,M,blacktip or spinner shark
1127,2009,USA,Surfing,55,blacktip or spinner shark,M,blacktip or spinner shark
1128,2009,GUAM,Spearfishing,27,"Blacktip shark, 4'",M,"Blacktip shark, 4'"
1129,2009,BAHAMAS,Spearfishing,48,7' shark,M,7' shark
1135,2009,USA,Surfing,31,2' to 3' shark,M,2' to 3' shark
1136,2009,USA,Spearfishing,49,Shark involvement not confirmed,M,Shark involvement not confirmed
1137,2009,AUSTRALIA,Surf skiing ,40,2' to 3' shark,M,2' to 3' shark
1138,2009,SOUTH AFRICA,Swimming,24,Shark involvement not confirmed,M,Shark involvement not confirmed
1141,2009,SOUTH AFRICA,Fishing ,59,Raggedtooth shark,M,Raggedtooth shark
1143,2009,AUSTRALIA,Surfing,17,Bronze whaler shark?,M,Bronze whaler shark?
1146,2009,USA,Surfing,17,3' to 4' shark,F,3' to 4' shark
1148,2009,USA,Swimming,61,Thought to involve a cookie cutter shark,M,Thought to involve a cookie cutter shark
1149,2009,AUSTRALIA,Wading,21,"Wobbegong shark, 60cm",M,"Wobbegong shark, 60cm"
1151,2009,SOUTH AFRICA,Fishing,40,"Blue shark, 1m",M,"Blue shark, 1m"
1153,2009,AUSTRALIA,Surfing,15,2.6 m shark,M,2.6 m shark
1156,2009,AUSTRALIA,Surfing,33,"White shark, 2.5m ",M,"White shark, 2.5m "
1157,2009,AUSTRALIA,"Diving, but on the surface when bitten by the shark",31,"Bull shark, 2.7 m ",M,"Bull shark, 2.7 m "
1159,2009,AUSTRALIA,Surfing,41,"White shark, 12' ",M,"White shark, 12' "
1163,2009,CUBA,Spearfishing,15,Bull shark,M,Bull shark
1166,2009,SOUTH AFRICA,Swimming,25,Tiger shark,M,Tiger shark
1167,2009,BRAZIL,Swimming,17,Invalid,M,Invalid
1171,2009,AUSTRALIA,Snorkeling,24,"Dusky shark, 2m",M,"Dusky shark, 2m"
1172,2009,AUSTRALIA,Surfing,13,"White shark, 5m",F,"White shark, 5m"
1173,2009,AUSTRALIA,Surfing,31,"White shark, 3.5m",M,"White shark, 3.5m"
1176,2009,NEW ZEALAND,Swimming,49,Broadnose sevengill shark,M,Broadnose sevengill shark
1181,2008,AUSTRALIA,Kayaking,29,"White shark, 4m to 5m ",M,"White shark, 4m to 5m "
1182,2008,AUSTRALIA,Snorkeling,51,4 to 5m white shark,M,4 to 5m white shark
1185,2008,SOUTH AFRICA,Fishing,15,"Raggedtooth shark, 2m",M,"Raggedtooth shark, 2m"
1194,2008,AUSTRALIA,Scuba diving,34,"Grey nurse shark, 3m",M,"Grey nurse shark, 3m"
1195,2008,NEW CALEDONIA,Spearfishing,24,Lemon shark,M,Lemon shark
1196,2008,AUSTRALIA,Fishing,50," reef shark, 1.8m",M," reef shark, 1.8m"
1199,2008,CROATIA,Spearfishing,43,5 m white shark,M,5 m white shark
1201,2008,USA,Surfing,40,+3' shark,M,+3' shark
1202,2008,AUSTRALIA,Swimming,43,Bronze whaler shark,M,Bronze whaler shark
1203,2008,USA,Swimming,32,2' to 3' juvenile shark,M,2' to 3' juvenile shark
1204,2008,USA,Surfing,40,Tiger shark,M,Tiger shark
1206,2008,AUSTRALIA,Surfing,51,3 m shark,M,3 m shark
1209,2008,USA,Surfing,52,4' shark,M,4' shark
1212,2008,USA,Swimming,27,Shark involvement not confirmed,M,Shark involvement not confirmed
1213,2008,ENGLAND,Fishing,52,Blue shark,M,Blue shark
1215,2008,USA,Surfing,26,6' shark,M,6' shark
1217,2008,USA,Surfing,20,Shark involvement not confirmed,F,Shark involvement not confirmed
1220,2008,USA,Treading water,38,8' bull shark or Caribbean reef shark,F,8' bull shark or Caribbean reef shark
1223,2008,AUSTRALIA,Surfing,31,8' white shark or 7-gill shark,M,8' white shark or 7-gill shark
1226,2008,MEXICO,Swimming,33,2'  shark,M,2'  shark
1230,2008,USA,Wading,9,3' shark,M,3' shark
1231,2008,USA,Wading,8,3' to 4' shark,F,3' to 4' shark
1233,2008,USA,Wading,16,4' shark,M,4' shark
1235,2008,USA,Body surfing,52,Shark involvement not confirmed,M,Shark involvement not confirmed
1239,2008,UNITED KINGDOM,Rowing an inflatable dinghy,16,"Starry smoothhound shark, 1m",M,"Starry smoothhound shark, 1m"
1240,2008,USA,Wading,53,Shark involvement prior to death not confirmed,M,Shark involvement prior to death not confirmed
1241,2008,BAHAMAS,Spearfishing,42,"Bull shark, 6' to 7'",M,"Bull shark, 6' to 7'"
1242,2008,SOUTH AFRICA,Surf skiing ,46,"White shark, 2m",M,"White shark, 2m"
1245,2008,USA,Swimming,37,4.5 to 5' shark,M,4.5 to 5' shark
1247,2008,USA,Kayaking,40,"White shark, 15'",F,"White shark, 15'"
1252,2008,USA,Body surfing,15,5' shark,F,5' shark
1253,2008,BRAZIL,Swimming,14,Bull shark,M,Bull shark
1256,2008,MEXICO,Surfing,49,3 m shark,M,3 m shark
1257,2008,MEXICO,Surfing,21,2 m shark,M,2 m shark
1259,2008,AUSTRALIA,Swimming,37,"White shark, 4m",M,"White shark, 4m"
1260,2008,NEW CALEDONIA,Fishing,40,2 small bull sharks,M,2 small bull sharks
1263,2008,MEXICO,Surfing,24,Tiger shark,M,Tiger shark
1264,2008,USA,Surfing,18,4' shark,M,4' shark
1266,2008,NEW CALEDONIA,Swimming,32,"Bull shark, 1.8m",M,"Bull shark, 1.8m"
1268,2008,USA,Swimming,66,"White shark, 12' to 15'",M,"White shark, 12' to 15'"
1272,2008,MEXICO,Swimming,32,"Reported by media as shark attack, but shark involvement prior to death was not confirmed",M,"Reported by media as shark attack, but shark involvement prior to death was not confirmed"
1273,2008,AUSTRALIA,Surfing,19,Shark involvement not confirmed; thought to be a barracuda bite,M,Shark involvement not confirmed; thought to be a barracuda bite
1274,2008,USA,Surfing,30,1.5' to 2' shark,M,1.5' to 2' shark
1276,2008,USA,Wading,15,6' shark,M,6' shark
1278,2008,AUSTRALIA,Body boarding,16,Bull shark,M,Bull shark
1281,2008,USA,Surfing,52,4' to 5' shark,M,4' to 5' shark
1283,2008,USA,Walking out of the water after surfing,13,2.5' shark,M,2.5' shark
1285,2008,USA,Jet skiing,8,Shark involvement not confirmed,M,Shark involvement not confirmed
1286,2008,USA,Surfing,27,White shark,M,White shark
1287,2008,BAHAMAS,Diving,49,"A bull shark, according to some of the divers on the boat",M,"A bull shark, according to some of the divers on the boat"
1290,2008,AUSTRALIA,Surfing,14,1 m shark,F,1 m shark
1293,2008,SOUTH AFRICA,Surf-skiing,42,"Blacktip shark, 2m",M,"Blacktip shark, 2m"
1294,2008,AUSTRALIA,Accidentally stood on hooked shark's tail before attempting to gut it ,20,"Mako shark, 90kg",M,"Mako shark, 90kg"
1297,2008,USA,Surfing,20,a small shark,M,a small shark
1299,2008,MEXICO,Surfing,26,Possibly a hammerhead shark,M,Possibly a hammerhead shark
1300,2007,ECUADOR,Surfing,24,3 m shark,M,3 m shark
1301,2007,BRITISH VIRGIN ISLANDS,Scuba diving,53,Invalid,M,Invalid
1302,2007,AUSTRALIA,Surfing,31,2 m shark,M,2 m shark
1304,2007,AUSTRALIA,Swimming,34,Not a shark attack; it was a hoax,M,Not a shark attack; it was a hoax
1305,2007,USA,Surfing,52,Tiger shark,M,Tiger shark
1307,2007,BRAZIL,Removing fish from a trap,28,2.27 m shark,M,2.27 m shark
1308,2007,AUSTRALIA,Fishing,32,reef shark,M,reef shark
1310,2007,SOUTH AFRICA,Surfing,14,1.5 to 2 m shark,M,1.5 to 2 m shark
1311,2007,USA,Surfing,21,4' to 5' shark,M,4' to 5' shark
1312,2007,USA,Surfing,42,5' shark,M,5' shark
1313,2007,SOUTH AFRICA,Surfing,37,"White shark, 3m to 4m",M,"White shark, 3m to 4m"
1315,2007,USA,Floating,32,Tiger shark,M,Tiger shark
1316,2007,AUSTRALIA,Surf-skiing,52,"White shark, 2.5m ",F,"White shark, 2.5m "
1317,2007,AUSTRALIA,Spearfishing,31,Bronze whaler shark,M,Bronze whaler shark
1318,2007,USA,Surfing,22,3' to 4' shark,M,3' to 4' shark
1319,2007,USA,Surfing,16,"Blacktip shark, 5'",M,"Blacktip shark, 5'"
1322,2007,NEW CALEDONIA,Swimming,23,Tiger shark,F,Tiger shark
1323,2007,BAHAMAS,Spearfishing,48,Caribbean reef shark,F,Caribbean reef shark
1328,2007,USA,Surfing,23,3' shark,M,3' shark
1332,2007,USA,Snorkeling,14,"Nurse shark, 2' to 3' ",M,"Nurse shark, 2' to 3' "
1336,2007,USA,Jumping,12,"18"" to 24"" shark",F,"18"" to 24"" shark"
1337,2007,USA,Swimming,58,Possibly a spinner shark,M,Possibly a spinner shark
1338,2007,USA,Body boarding,15,"Tiger shark, 10' to 12' ",M,"Tiger shark, 10' to 12' "
1339,2007,USA,Surfing,24,"White shark, 12'",M,"White shark, 12'"
1340,2007,USA,Surfing,54,3' shark,M,3' shark
1341,2007,USA,Surfing,27,3' shark,M,3' shark
1345,2007,USA,Surfing,16,4' to 5' shark,M,4' to 5' shark
1347,2007,USA,Floating near boat & observing bioluminesce,20,Possibly a 6' bull shark,M,Possibly a 6' bull shark
1348,2007,USA,Swimming,15, ,F, 
1352,2007,USA,Jumped into the water,19,Possibly a 10' bull shark,F,Possibly a 10' bull shark
1357,2007,USA,Snorkeling,36, ,M, 
1358,2007,AUSTRALIA,Wading,15,"Bronze whaler shark, 1.5 m ",M,"Bronze whaler shark, 1.5 m "
1359,2007,USA,Swimming,14,2' to 3' shark,M,2' to 3' shark
1360,2007,NORWAY,Scuba diving,48,"3' small spotted catshark, Scyliorhinus canicula",M,"3' small spotted catshark, Scyliorhinus canicula"
1361,2007,USA,Swimming,43,Shark involvement not confirmed,F,Shark involvement not confirmed
1362,2007,USA,Wading,30,5' shark,F,5' shark
1363,2007,BAHAMAS,Spearfishing,48,"Bull shark, 5' ",F,"Bull shark, 5' "
1365,2007,REUNION,Body boarding,17,2 m shark,M,2 m shark
1369,2007,USA,Surfing,20,4' shark,M,4' shark
1371,2007,USA,Surfing,9,Shark involvement not confirmed,F,Shark involvement not confirmed
1375,2007,USA,Reviving a sedated shark,40,A 10-year-old 94-pound pregnant blacktip reef shark,F,A 10-year-old 94-pound pregnant blacktip reef shark
1376,2007,ENGLAND,Fishing,38,"Lesser spotted dogfish, Scyliorhinus canicula, less than 80 cm in length",M,"Lesser spotted dogfish, Scyliorhinus canicula, less than 80 cm in length"
